,eps,minPts,sh,ri,ari,clusters,clusters_size
71,9.0,8,0.6349005076048729,0.11178828963683486,0.0006741463778994989,13,"[   96 63346   549    36    14     9    12    24    69    21    11    25
    27]"
72,9.5,2,0.6386501191472096,0.1096300129371724,0.0006064011480233651,28,"[   30 63429   565    36     9    12    24     3     6    21    11     3
    25     2     4     4     2    27     2     6     2     3     3     2
     2     2     2     2]"
73,9.5,4,0.6406083538131556,0.10965594721528861,0.0006077473232971402,15,"[   61 63428   565    36     9    12    24     6    21    11    25    27
     6     4     4]"
74,9.5,6,0.6405932916203417,0.1097080067284558,0.0006097137191329956,13,"[   71 63426   565    36     9    12    24     6    21    11    25    27
     6]"
75,9.5,8,0.6338789415946876,0.109915258008741,0.0006125951260321142,12,[   91 63418   551    36    14     9    12    24    21    11    25    27]
76,10.0,2,0.6403268669788859,0.10963088096729959,0.0006082009406824027,25,"[   30 63429   568    36     9    12    30     3     6    21    11     5
    25     2     4     4     2    27     2     2     3     2     2     2
     2]"
77,10.0,4,0.6411757206576677,0.10963079130477947,0.0006085141545385438,15,"[   53 63429   568    36     9    12    30     6    21    11     4    25
     4    27     4]"
78,10.0,6,0.6411457544566498,0.10963085528019922,0.0006088919924372753,12,[   65 63429   568    36     9    12    30     6    21    11    25    27]
79,10.0,8,0.6345948923683868,0.10983417788811645,0.0006070668678174965,12,[   79 63421   554    36    14     9    12    30    21    11    25    27]
80,10.5,2,0.6403000427831779,0.10955336893031345,0.0006062982778906093,25,"[   27 63432   568    36     9    12    30     3     6    21    11     5
    25     2     4     4     2    27     2     2     3     2     2     2
     2]"
81,10.5,4,0.6411757947423258,0.1095532831450915,0.0006065648169553436,15,"[   49 63432   568    36     9    12    30     6    21    11     5    25
     4    27     4]"
82,10.5,6,0.6411163838834385,0.10955334178922628,0.0006069406660905657,12,[   62 63432   568    36     9    12    30     6    21    11    25    27]
83,10.5,8,0.641087193493612,0.10968290510012099,0.0006107974018024512,11,[   73 63427   568    36     9    12    30    21    11    25    27]
84,11.0,2,0.7964525642420561,0.09447816660711549,0.0001562035327851154,22,"[   22 64012    36     9    12    30     3     6    21    11     5    25
     2     4     2     2    27     2     2     2     2     2]"
85,11.0,4,0.7971039389346241,0.09447806579736313,0.00015634672868892427,13,"[   41 64012    36     9    12    30     6    21    11     5    25     4
    27]"
86,11.0,6,0.8134493859390698,0.09452950542748584,0.00015698975782486223,11,[   52 64010    36     9    12    30     6    21    11    25    27]
87,11.0,8,0.8133310079603032,0.09471402362395413,0.00016377228019285567,10,[   65 64003    36     9    12    30    21    11    25    27]
88,11.5,2,0.7969962535383207,0.09440104763123106,0.00015561072929806504,20,"[   21 64015    36     9    12    30     6    21    13     5     3    25
     2     4     2     2    27     2     2     2]"
89,11.5,4,0.797102544469303,0.09440095118343915,0.00015568520150827016,13,"[   36 64015    36     9    12    30     6    21    13     5    25     4
    27]"
90,11.5,6,0.8134599749271236,0.09447807597527083,0.00015649666823726587,11,[   48 64012    36     9    12    30     6    21    13    25    27]
91,11.5,8,0.8133265579970338,0.09458532882784888,0.00016240730335900704,10,[   58 64008    36     9    12    30    21    13    25    27]
92,12.0,2,0.7964568583948203,0.0938214758864616,0.00010777683232717209,18,"[   21 64036    36     9    12    30     6    38     5     3     2     4
     2     2    27     2     2     2]"
93,12.0,4,0.79656327699455,0.0938213794386697,0.00010785126911929406,11,[   36 64036    36     9    12    30     6    38     5     4    27]
94,12.0,6,0.8129573369111974,0.09387278853506932,0.00010841212088933757,9,[   47 64034    36     9    12    30     6    38    27]
95,12.0,8,0.8129263619172998,0.09395431842228127,0.00011403869354337083,8,[   56 64031    36     9    12    30    38    27]
96,12.5,2,0.7964558725016977,0.09377005612749201,0.0001073802916032896,18,"[   19 64038    36     9    12    30     6    38     5     3     2     4
     2     2    27     2     2     2]"
97,12.5,4,0.7965623424421546,0.09376996646497189,0.00010744901019377382,11,[   34 64038    36     9    12    30     6    38     5     4    27]
98,12.5,6,0.8129656291330348,0.09379565162668087,0.00010777357532584431,9,[   44 64037    36     9    12    30     6    38    27]
99,12.5,8,0.8129234676086351,0.09379565744262812,0.00010789616135677531,8,[   50 64037    36     9    12    30    38    27]
100,13.0,2,0.8144904279289784,0.09351307413625135,0.00010581435097095239,16,"[   16 64048    49    30     6    38     6     3     2     4     2     2
    27     2     2     2]"
101,13.0,4,0.7988231352251771,0.09351299077434075,0.00010588164223420246,9,[   32 64048    49    30     6    38     5     4    27]
102,13.0,6,0.8508853542701889,0.0935386730280761,0.00010618702748806031,7,[   43 64047    48    30     6    38    27]
103,13.0,8,0.8508640636892405,0.09353867593604973,0.00010630373197598799,6,[   49 64047    48    30    38    27]
104,13.5,2,0.8187143658704894,0.09348298339449981,0.00010078097416300674,16,"[   13 64049    49    30     6    38     6     3     3     3     4     2
     2    27     2     2]"
105,13.5,4,0.7988220555473616,0.09348289276265516,0.0001008433247228663,9,[   31 64049    49    30     6    38     5     4    27]
106,13.5,6,0.8511494281536656,0.09348287192217751,0.00010095186382923797,7,[   40 64049    49    30     6    38    27]
107,13.5,8,0.8511288702417489,0.09348287773812476,0.00010106385189278624,6,[   46 64049    49    30    38    27]
108,14.0,2,0.8187143658704894,0.09348298339449981,0.00010078097416300674,16,"[   13 64049    49    30     6    38     6     3     3     3     4     2
     2    27     2     2]"
109,14.0,4,0.7988220555473616,0.09348289276265516,0.0001008433247228663,9,[   31 64049    49    30     6    38     5     4    27]
110,14.0,6,0.8511494281536656,0.09348287192217751,0.00010095186382923797,7,[   40 64049    49    30     6    38    27]
111,14.0,8,0.8511288702417489,0.09348287773812476,0.00010106385189278624,6,[   46 64049    49    30    38    27]
