,eps,sh,ri,ari,clusters
0,0.01,-0.5527410097842874,0.6032057939381555,0.09116422774807661,445
1,0.21000000000000002,0.03006620368968742,0.9054730371107873,0.387443714861891,266
2,0.41000000000000003,0.23148859502319077,0.9052870663814931,0.4089891965388498,166
3,0.61,0.13496535110161872,0.5985012543357638,0.12457761635526693,140
4,0.81,0.17856227992775536,0.5988291884601539,0.12866346607359735,136
5,1.01,0.18661416184531748,0.5988711258017932,0.12881284998462192,140
